,words,label
2244, wolves rarely leave pack unless exiled ostracized lobotough r,negative
2245,feel overwhelmed anxiety take quiz r,neutral
2246, ecstatic new look van thank let us know think see us road ,positive
2247, members nationlst turkey party mhp m xbars n raped murdered burned old kurdish girl d xbarsim ozgecanaslan r,negative
2248, visited tonight great food flair excellent guac r,positive
2249,leaving desolate hills galloway heading cairnryan cycle touring sco xad r,negative
2250,got takes take everything got i learning strong really am r,positive
2251, peer tutoring ineffective detrimental research finds r,negative
2252, great message today elevated teach kids ,positive
2253, fast n furious generation r,neutral
2254, tvovernights thewalkingdead returns ramps tragedy nets fox viewers grim r,neutral
2255,feed evil givelove feellove belove r,negative
2256, matter many make pics see never stop taken aback r,neutral
2257,wai borlog patiwakal laturrr infatuated r,neutral
2258, news new post un alarmed rising attacks schoolgirls worldwide r,negative
2259,huge littlest pet shop lot pcs puppy dogs cats bunny blemished full read ebay ,negative
2260,casual sub zero staday even clock wrong r,negative
2261, my parents religious refused buy mumbo jumbo asmsg iartg erotica r,negative
2262, damaged fences always need replacing concrete fence bolt supports often suffice r,neutral
2263,he single looking sadie date desperate r,negative
2264,serena avoids upset watson set clash sister venus xde r,negative
2265,watch wrecked free online app coming soon indiefilm webseries r,neutral
2266, dirty corrupt harry spineless little thieving lowlife call decent peep terrorists pjnet rednationrising r,negative
2267, niam stage edmonton canada last night photos gallery ,neutral
2268, maybe talk sharkiatrist find feeling jumpy r,negative
2269, anah xaa ya tiene listo el v xaadeo para su single rumba fama ,neutral
2270, chapo escape could paralyze administration terms security policy analysis r,negative
2271, desolate winter peter izarik a rtopnb photography r,negative
2272,red rose recovery would like thank everyone turned yesterday central luf great r,positive
2273,acabou de vazar nova m filme fast furious r,neutral
2274, imagine desperate affection smear dog food around face ,negative
2275, a heajudged much love much loved others frank morgan r,positive
2276, zealous newyearsday yummyarts cakes cookies candies membership get instant acc r,positive
2277, see happens marooned crayon thedaythecrayonscamehome everycrayoncounts ,neutral
2278, xdd xed xea xef xdd xdf xed xdb xde xdd r,neutral
2279, god bless him man climbed used toilet bumula save new born kid he hero r,positive
2280, desperate mother funders pto president carla motherfunders ,negative
2281,loving compostable cups recycling facilities manchester international festival r,positive
2282,there qualified potus idolizing ronald reagan claiming face fresh r,positive
2283,nice job radio delivering valentines caring r,positive
2284,hell hath fury like scorned actors ashes ashes seek dethrone generations heres r,neutral
2285, wow grownupmoviestar still reeling amazing film tears hit right feels guts r,positive
2286, ,neutral
2287,kat gets beaten killer sex topless submission catfight r,negative
2288, feminism filled angry lesbians dye pits blue don need feminism lolz uneducated person r,negative
2289, bitcoin atm promotes mixed martial arts lasvegas gym crypto cryptocurrency r,neutral
2290,get distressed much take quiz ,neutral
2291,get distressed much take quiz ,neutral
2292, r,neutral
2293, dismal science economics sentencing via r,negative
2294, minicar light greenlight furious dodge challenger ok collector yo xad r,neutral
2295, told looking actually made little flustered r,neutral
2296,like im sorry wallet always making empty ,negative
2297, photo jerusalem beautiful occupied palestinians showing solidarity oppressed syrians r,positive
2298,manchester sky gloomy r,neutral
2299, retweet weightloss savenow americanmuscle exile euphoric weight loss capsules r,neutral
2300, asilaydying forsaken music found as lay dying forsaken free audiom xad r,negative
2301, fiesta de la nueva serie de robekirkman outcast en el andaz hotel r,positive
2302,forgotten kent dungeness wrecked photography r,negative
2303,remains delicious lamb burger wrexhamburger destroyed r,positive
2304, intimidated much soapboxrace r,negative
2305, uk councils named shamed paying staff less living wage r,negative
2306,beautiful radiant sight hull city stadium awaiting arrival avfc creepy bleak r,positive
2307, hate say true best devoted fans ever r,positive
2308, bleak midwinter evergreen deciduous r,neutral
2309,finished hours simple supercharge marketing miss ,positive
2310, armani man bun lethal combo oh gosh dreamy excited elated hungry go on r,positive
2311, failings owing noble cause ardent generous perhaps immoderate passion xad r,positive
2312,inept ups managers bungle airline hims program reedpotecha faa r,neutral
2313,amazing day amazing student nurses love teaching enthusiastic engaged proud ,positive
2314,generally one selfies me despondent side road cos effing van broken down ,negative
2315, ibd hillary intimidation benghazi whistle blower gregory hicks ,negative
2316, fifty shades grey cleethorpes beach bleak winter walks springerspaniel home r,neutral
2317,perezhilton madonna isolated grammys vocals leak prove still queen xad r,positive
2318, bestbuy bergdorf goodman plaza new york black maxi long dress formal casual r,neutral
2319, ,neutral
2320, jimin sampai di lantai yg menunjukan hidupnya emang miris dan hopeless bgt ,neutral
2321,ever read story left u fearful ur well being say word kind story r,negative
2322,photos photographer got rumble jungle beaten stone gorilla r,neutral
2323, woman stabbed rescuing friend abusive boyfriend r,negative
2324, bruhhhhh favorite episode wild n out chico clowned tf safaree meek nicki i dead htt xad r,positive
2325, regretful lose afterall r,negative
2326, how dream doing r,neutral
2327,quite puzzled bow fits best guinea guineapig guineapigs guineapigofig guineapigo xad r,neutral
2328,love letter imperfect vaporuous meaningless nostalgia r,positive
2329, abandoned urbex ruins haikyo xfc r,negative
2330, elevated living sundayfunday lovemycitymore sponsored lamarcaprosecco r,positive
2331,wind wrecked selfie r,negative
2332,seeing days excited or terrified california food r,positive
2333, inked stuffs time dip pen still learning control it im sorry blotched dont white ,negative
2334, argentina president could go jail r,negative
2335, great capture twister taken staget dizzy r,positive
2336, never defeated eire sons ht xad r,positive
2337, team name lmao r,positive
2338,team surprise paying good old visit old fashioned wine tasting excited r,positive
2339, cute harry excited get fetus picture got happy r,positive
2340, girl removed mask years xad photos leave speechless r,neutral
2341, taken aback dayyyumm jinki xaa xcb xce xee xce xca xea xea xac xac xab xbf sum xbe xbe exo shinee r,neutral
2342, lovebirds learn romance wild lifestory valentineday r,positive
2343, xad ,neutral
2344,feeling dismal take quiz ,neutral
2345,long enough see harry lux grow front eyes ,positive
2346, excited kick season sharing story netde ,positive
2347, popwreckedapproved boobie feeling wild ass time cannes r,positive
2348, bailarina fit misturei colher de sopa de pasta de amendoim com colher de sopa de doce de leite zero a m xad r,neutral
2349,account worshipful company clockmakers city london r,positive
2350, simply speechless see pic aapkacm r,neutral
2351, yemen saleh albeshre died brutally tortured kidnapped houthis peaceful march sanaa unsc r,negative
2352,day my full name cadence sinclair eastman finished blisteringsma r,positive
2353, who worse xaathe narcissistic real estate developer narcissistic ill tempered governor r,negative
2354, un nuevo a o de oportunidades de la mano de dios siempre con su apoyo felizcumplejames r,neutral
2355,feeling dispirited take quiz r,neutral
2356,feeling gloomy take quiz r,neutral
2357, broadway play disgraced pulitzer prize winner amirkapoor nyc timessquare newyork manhattan theater r,neutral
2358,maxxis ardent l u s t ust tires ,neutral
2359, vibrant liampaynepreferences bulimia help webs bulimia recovery program new spli r,neutral
2360, beaten path wedding venues go way beyond standard ballroom r,neutral
2361, xcb mocha pixiv ,neutral
2362, dizzy sunfist xce xda xbf xac xca xbe xbb xcb xdf xcb xaf xec xde xbf xef xef xea xac xbd xcf xee xae xcc xefsdr leflah xec xad xcb xde xda xbe ,neutral
2363,club row e seats behindtheb nhlbruins firstbruinsgame crippled crutchinofftoboston bestgfever r,positive
2364, amazing skelos basically told boss get shine box ,neutral
